date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:21:59	245/245	---M--	200	added ('OK')	text/plain	etag:%2260ed6a71-f5%22	https://vocaroo.com/robots.txt		(from )
12:21:59	1748/1748	---MCZ	200	added ('OK')	text/html	etag:W/%2260ed6a71-6d4%22	https://vocaroo.com/	E:/MySites/GasAsteroid/vocaroo.com/index.html	(from )
12:22:00	1816/1816	---MCZ	200	added ('OK')	text/css	date:Mon,%2028%20Jun%202021%2013:20:27%20GMT	https://cdn.vocaroo.com/vendor/normalize.min.css	E:/MySites/GasAsteroid/cdn.vocaroo.com/vendor/normalize.min.css	(from https://vocaroo.com/)
12:22:00	21561/21561	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Jun%202021%2013:20:27%20GMT	https://cdn.vocaroo.com/apple-touch-icon.png	E:/MySites/GasAsteroid/cdn.vocaroo.com/apple-touch-icon.png	(from https://vocaroo.com/)
12:22:00	2349/2349	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Jul%202021%2010:26:57%20GMT	https://cdn.vocaroo.com/favicon-32x32.png	E:/MySites/GasAsteroid/cdn.vocaroo.com/favicon-32x32.png	(from https://vocaroo.com/)
12:22:00	895/895	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Jul%202021%2010:27:10%20GMT	https://cdn.vocaroo.com/favicon-16x16.png	E:/MySites/GasAsteroid/cdn.vocaroo.com/favicon-16x16.png	(from https://vocaroo.com/)
12:22:00	159661/159661	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2013%20Jul%202021%2010:27:10%20GMT	https://cdn.vocaroo.com/vendor/mp3worker.min.js	E:/MySites/GasAsteroid/cdn.vocaroo.com/vendor/mp3worker.min.js	(from https://vocaroo.com/)
12:22:01	882036/882036	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2013%20Jul%202021%2010:26:57%20GMT	https://cdn.vocaroo.com/web/main/app.5f631002dcb7faca9cd4.js	E:/MySites/GasAsteroid/cdn.vocaroo.com/web/main/app.5f631002dcb7faca9cd4.js	(from https://vocaroo.com/)
